,name,last_commit,versions,extracted_version,import_counts,function_counts,n_python_file,n_notebook,include
447,Daniel-Halls/conilab,2025-03-27,"[{'file': 'pyproject.toml', 'version': '0.0.0', 'extracted_version': '0.0.0'}]",0.0.0,"{'image': 3, 'datasets': 1, 'maskers': 1}","{'NiftiMasker': 1, 'load_img': 2, 'image': 10, 'load_mni152_template': 1, 'resample_to_img': 2, 'binarize_img': 1, 'index_img': 1, 'threshold_img': 1, 'clean_img': 1, 'math_img': 2}",3,0,True
448,Amir-Ebrahimi66/o8t,2025-03-10,"[{'file': 'requirements.txt', 'version': 'nilearn>=0.10.0,<0.11.0\n', 'extracted_version': '0.0.0'}, {'file': 'pyproject.toml', 'version': '(>=0.11.1,<0.12.0)', 'extracted_version': '0.0.0'}, {'file': 'poetry.lock', 'version': 'name = ""nilearn""\n', 'extracted_version': '0.0.0'}]",0.0.0,"{'datasets': 1, 'image': 2}","{'load_mni152_template': 1, 'datasets': 2, 'load_mni152_brain_mask': 1, 'resample_img': 1}",1,0,True
449,Parietal-INRIA/fmralign,2025-03-04,"[{'file': 'doc/binder/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'pyproject.toml', 'version': '0.0.0', 'extracted_version': '0.0.0'}]",0.0.0,"{'image': 12, 'maskers': 15, 'plotting': 6, 'datasets': 3, '_utils': 4, 'surface': 6, 'masking': 3, 'regions': 1}","{'NiftiMasker': 21, 'concat_imgs': 20, 'plot_stat_map': 9, 'plotting': 11, 'index_img': 1, 'show': 1, 'fetch_atlas_yeo_2011': 2, 'datasets': 2, 'load_img': 2, 'new_img_like': 5, 'resample_to_img': 2, 'plot_roi': 2, 'SurfaceImage': 13, 'check_embedded_masker': 2, 'concatenate_surface_images': 1, 'get_dataset_dir': 1, 'fetch_files': 3, 'intersect_masks': 1, 'check_same_fov': 1, 'apply_mask_fmri': 2, 'smooth_img': 1, 'Parcellations': 1, '_load_mask_img': 1, 'masking': 4, 'check_niimg_3d': 1, 'resample_img': 1, 'image': 3, 'load_mask_img': 2, 'safe_get_data': 3, 'resampling': 2, 'check_niimg_4d': 1, 'coord_transform': 1, 'math_img': 4, 'PolyMesh': 1, 'InMemoryMesh': 2, 'unmask_from_to_3d_array': 1}",18,0,True
450,PostonLab/IVIM_fit,2024-12-30,"[{'file': 'docs/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'poetry.lock', 'version': 'all = [""GitPython"", ""black"", ""codecov"", ""coverage (<5)"", ""datalad"", ""dipy"", ""duecredit"", ""fuzzywuzzy"", ""ipython"", ""matplotlib"", ""nbsphinx"", ""nilearn"", ""nipy"", ""nitime"", ""paramiko"", ""psutil (>=5.0)"", ""pybids (>=0.7.0)"", ""pytest"", ""pytest-cov"", ""pytest-doctestplus"", ""pytest-env"", ""pytest-timeout"", ""sphinx"", ""sphinx (>=2.1.2)"", ""sphinx-argparse"", ""sphinxcontrib-apidoc"", ""xvfbwrapper""]\n', 'extracted_version': '0.0.0'}]",0.0.0,,,0,0,False
451,a1302z/RePrAAIMI,2024-08-07,"[{'file': 'environment.yml', 'version': '  - conda-forge::nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,{'image': 1},{'resample_img': 2},1,0,True
452,snastase/brainiak-aperture,2020-10-15,[],,{'plotting': 1},{'plot_stat_map': 4},0,1,True
453,snastase/encling-tutorial,2024-02-20,"[{'file': 'environment.yml', 'version': '      - nilearn==0.10.1\n', 'extracted_version': '0.10.1'}]",0.10.1,"{'datasets': 1, 'maskers': 1, 'plotting': 2}","{'fetch_atlas_schaefer_2018': 1, 'NiftiLabelsMasker': 1, 'plot_stat_map': 3, 'plot_markers': 2}",0,1,True
454,Tibor-Krols/thesis_code_and_data,2024-03-18,[],,"{'datasets': 2, 'image': 4, 'plotting': 3, 'input_data': 1}","{'resample_img': 1, 'plot_roi': 5, 'plotting': 11, 'show': 5, 'fetch_atlas_destrieux_2009': 1, 'datasets': 3, 'math_img': 6, 'image': 8, 'fetch_atlas_harvard_oxford': 1, 'fetch_atlas_aal': 1, 'load_img': 1, 'masking': 6, 'nilearn': 7, 'plot_img': 1}",3,0,True
455,ludekcizinsky/fMRI-dimensionality-reduction,2023-11-07,"[{'file': 'requirements.txt', 'version': 'nilearn=0.10.2=pyhd8ed1ab_0\n', 'extracted_version': '0.10.2'}]",0.10.2,"{'datasets': 2, 'plotting': 2, 'image': 2}","{'fetch_development_fmri': 2, 'plot_epi': 5, 'plotting': 9, 'index_img': 5, 'image': 5, 'plot_stat_map': 4}",0,2,True
456,lopes-leonor/DAT-cycle-gan,2024-10-28,"[{'file': 'environment.yml', 'version': '  - nilearn=0.10.1=pyhd8ed1ab_0\n', 'extracted_version': '0.10.1'}]",0.10.1,{'image': 1},{'threshold_img': 1},1,0,True
457,AakashNaik/Winter_Project,2022-10-21,"[{'file': 'mne-python-master/setup.py', 'version': None, 'extracted_version': None}, {'file': 'mne-python-master/setup.cfg', 'version': None, 'extracted_version': None}, {'file': 'mne-python-master/environment.yml', 'version': '  - nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,"{'plotting': 3, 'image': 2}","{'plot_stat_map': 2, 'index_img': 2, 'plot_img': 1, 'plotting': 1}",3,0,True
458,brainiak/brainiak,2025-01-06,"[{'file': 'examples/factoranalysis/requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}, {'file': 'examples/hyperparamopt/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'examples/eventseg/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'examples/reprsimil/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'examples/searchlight/requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}, {'file': 'examples/isc/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'examples/utils/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'examples/funcalign/requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}, {'file': 'pyproject.toml', 'version': '0.0.0', 'extracted_version': '0.0.0'}]",0.0.0,"{'input_data': 7, 'masking': 1, 'plotting': 8, 'image': 4, 'datasets': 2}","{'apply_mask': 1, 'plotting': 13, 'nilearn': 2, 'NiftiMasker': 5, 'load_img': 6, 'image': 5, 'new_img_like': 4, 'plot_stat_map': 7, 'find_xyz_cut_coords': 1, 'plot_connectome': 6, 'view_img': 2, 'plot_glass_brain': 3, 'MultiNiftiMasker': 1, 'fetch_atlas_basc_multiscale_2015': 1}",7,6,True
459,brainiak/brainiak-tutorials,2020-07-10,"[{'file': 'tutorials/requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,"{'input_data': 11, 'masking': 1, 'plotting': 7, 'datasets': 3, 'connectome': 1, 'image': 2, 'surface': 2}","{'NiftiMasker': 3, 'compute_epi_mask': 2, 'plot_stat_map': 1, 'plotting': 3, 'fetch_surf_fsaverage5': 1, 'datasets': 2, 'vol_to_surf': 1, 'surface': 1, 'plot_surf_stat_map': 1, 'fetch_atlas_harvard_oxford': 1, 'plot_roi': 1, 'NiftiLabelsMasker': 1}",1,6,True
460,swathianil/NMA_deeplearning,2023-07-28,"[{'file': 'BrainGNN_Pytorch-main/requirements.txt', 'version': 'nilearn==0.7.1\n', 'extracted_version': '0.7.1'}]",0.7.1,"{'datasets': 3, 'connectome': 4, 'plotting': 2}","{'fetch_abide_pcp': 1, 'datasets': 3, 'ConnectivityMeasure': 16, 'connectome': 16, 'fetch_surf_fsaverage': 2, 'view_surf': 2, 'plotting': 2}",3,4,True
461,EuroPOND/clinica,2018-05-31,"[{'file': 'setup.py', 'version': None, 'extracted_version': None}, {'file': 'setup.cfg', 'version': None, 'extracted_version': None}, {'file': 'environment.yml', 'version': None, 'extracted_version': None}]",,{'image': 1},{'resample_to_img': 1},1,0,True
462,xnought/nsdget,2025-04-03,"[{'file': 'pyproject.toml', 'version': None, 'extracted_version': None}]",,"{'image': 2, 'datasets': 2}","{'load_mni152_template': 2, 'resample_img': 3}",0,2,True
463,neuro-data-science/neuro_data_science,2016-12-26,[],,,,0,0,False
464,Moysiadou/fMRI-Alzheimer-,2024-12-10,[],,"{'datasets': 1, 'plotting': 1}","{'load_mni152_template': 1, 'plot_stat_map': 1, 'plotting': 2, 'show': 1}",0,1,True
465,jiaqiw01/MRIAnatEval,2025-01-09,[],,{'plotting': 8},"{'plot_anat': 1, 'plotting': 21, 'plot_img': 20}",8,0,True
466,AbhilashDatta/Tumor-Segmentation-and-Generation,2022-05-26,[],,{'plotting': 1},"{'plot_img': 2, 'plotting': 8, 'show': 4, 'plot_anat': 2}",0,1,True
467,mind-inria/hidimstat,2025-04-04,"[{'file': 'pyproject.toml', 'version': '>= 0.10.4', 'extracted_version': '0.10.4'}]",0.10.4,"{'datasets': 3, 'image': 3, 'input_data': 3, 'plotting': 3}","{'fetch_haxby': 3, 'datasets': 3, 'mean_img': 3, 'NiftiMasker': 3, 'plot_stat_map': 3, 'show': 3}",2,1,True
468,cni/rtfmri,2018-02-06,[],,{'input_data': 1},{'NiftiMasker': 2},1,0,True
469,cnlab/cnlab_pipeline,2022-06-21,[],,"{'plotting': 58, 'image': 68, 'input_data': 24, 'connectome': 8, 'masking': 6, 'datasets': 6}","{'NiftiLabelsMasker': 8, 'input_data': 8, 'high_variance_confounds': 8, 'image': 34, 'math_img': 10, 'fetch_atlas_aal': 8, 'datasets': 8, 'resample_to_img': 8, 'plot_stat_map': 30, 'plotting': 59, 'view_img': 28, 'apply_mask': 4, 'masking': 8, 'load_img': 6, 'unmask': 4, 'index_img': 1, 'iter_img': 1, 'plot_anat': 1}",2,56,True
470,HBClab/atlascorr,2018-12-08,"[{'file': 'requirements.txt', 'version': 'nilearn==0.4.1\n', 'extracted_version': '0.4.1'}, {'file': 'setup.py', 'version': None, 'extracted_version': None}, {'file': 'setup.cfg', 'version': None, 'extracted_version': None}]",0.4.1,"{'input_data': 1, 'connectome': 1}","{'NiftiLabelsMasker': 1, 'ConnectivityMeasure': 1}",1,0,True
471,jenny-xly-long/NLP-Primer,2019-10-12,"[{'file': 'requirements.txt', 'version': 'nilearn==0.5.2\n', 'extracted_version': '0.5.2'}]",0.5.2,,,0,0,False
472,harel-coffee/fgfgf,2023-10-04,"[{'file': 'docs/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'setup.py', 'version': '    ""nilearn>=0.7.0"",\n', 'extracted_version': '0.0.0'}, {'file': 'setup.cfg', 'version': None, 'extracted_version': None}]",0.0.0,"{'datasets': 1, 'connectome': 1}","{'fetch_abide_pcp': 1, 'ConnectivityMeasure': 1}",0,1,True
473,Simurgh818/BMED8803_DL_project,2024-11-24,[],,{'plotting': 1},"{'plot_anat': 2, 'plotting': 4, 'show': 2}",0,1,True
474,poldrack/corrsim,2016-07-10,[],,{'plotting': 1},,0,1,False
475,poldrack/narps,2020-03-13,[],,"{'image': 4, 'input_data': 12, 'plotting': 5, 'masking': 1}",,9,3,False
476,poldrack/fmri-classification-example,2024-12-31,[],,"{'plotting': 2, 'glm': 1, 'input_data': 1}","{'plotting': 11, 'nilearn': 18, 'image': 5, 'compute_regressor': 2, 'hemodynamic_models': 2, 'maskers': 1, 'glm': 1}",0,2,True
477,poldrack/reproducible-coding-workshop,2022-10-25,[],,"{'plotting': 2, 'glm': 2, 'image': 2, 'maskers': 1, 'datasets': 1}","{'plotting': 4, 'nilearn': 7, 'maskers': 1, 'glm': 1, 'threshold_stats_img': 2, 'image': 1, 'load_mni152_brain_mask': 1, 'load_mni152_template': 1, 'NiftiMasker': 3, 'smooth_img': 1, 'index_img': 2, 'fetch_atlas_difumo': 1, 'resample_to_img': 1}",0,2,True
478,poldrack/MID_simulations,2025-02-17,"[{'file': 'old/requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}, {'file': 'pyproject.toml', 'version': '0.0.0', 'extracted_version': '0.0.0'}]",0.0.0,"{'glm': 5, 'plotting': 3}","{'spm_hrf': 1, 'spm_time_derivative': 1, 'expression_to_contrast_vector': 5, 'plot_design_matrix': 2, 'make_first_level_design_matrix': 30}",2,4,True
479,poldrack/cognitive_encoding_model,2017-10-04,"[{'file': 'requirements.txt', 'version': 'nilearn>=0.3.0\n', 'extracted_version': '0.3.0'}, {'file': 'setup.py', 'version': None, 'extracted_version': None}]",0.3.0,"{'image': 1, 'input_data': 2, 'plotting': 1}","{'NiftiMasker': 1, 'input_data': 1, 'plot_roi': 1, 'plot_epi': 2}",2,0,True
480,poldrack/AI_in_CogNeuro,2024-09-07,"[{'file': 'requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,"{'image': 1, 'datasets': 3, 'maskers': 6, 'plotting': 3, 'decoding': 1}","{'resample_img': 1, 'signal': 1, 'nilearn': 10, 'image': 4, 'fetch_haxby': 2, 'datasets': 5, 'fetch_atlas_difumo': 1, 'MultiNiftiMapsMasker': 1, 'NiftiMasker': 3, 'plotting': 2, 'surface': 1, 'search_light': 1, 'plot_roi': 1}",1,5,True
481,poldrack/SliceTimingCorrection,2021-10-01,"[{'file': 'requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,{'glm': 1},"{'compute_regressor': 3, 'hemodynamic_models': 3}",0,1,True
482,poldrack/myconnectome,2024-11-09,"[{'file': 'setup.py', 'version': '                   ""pandas"",""nilearn"",\n', 'extracted_version': '0.0.0'}]",0.0.0,,,0,0,False
483,kylemath/pyoptical,2020-05-02,"[{'file': 'requirements.txt', 'version': 'nilearn==0.6.2\n', 'extracted_version': '0.6.2'}]",0.6.2,,,0,0,False
484,thefinnlab/tommy_utils,2025-01-13,"[{'file': 'setup.py', 'version': '#     ""nilearn"",\n', 'extracted_version': '0.0.0'}, {'file': 'environment.yml', 'version': '  - nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,"{'plotting': 1, 'image': 1, 'glm': 1}","{'plot_stat_map': 1, 'plotting': 2, 'new_img_like': 1, 'image': 1, 'threshold_stats_img': 1, 'glm': 1, 'plot_img_on_surf': 1}",1,0,True
485,jeroenvanbaar/MoralStrategiesFMRI,2022-09-29,[],,,,0,0,False
486,bbradt/catalyst-dad,2023-09-06,"[{'file': 'requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'environment.yml', 'version': '    - nilearn==0.8.1\n', 'extracted_version': '0.8.1'}]",0.8.1,,,0,0,False
487,nomcomm/Evaluation_Vaping_Messages,2024-09-05,[],,{'connectome': 2},,0,1,False
488,GriffithsLab/dl-paramest-for-neurophys-models,2022-08-03,"[{'file': 'requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,,,0,0,False
489,GriffithsLab/kcnischool2022-projectweek,2022-07-08,"[{'file': 'requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,"{'plotting': 3, 'connectome': 3, 'glm': 3}","{'plot_connectome': 6, 'sym_matrix_to_vec': 6, 'SecondLevelModel': 2}",0,3,True
490,GriffithsLab/kernel-flow-tools,2022-09-07,"[{'file': 'requirements.txt', 'version': 'git+https://github.com/nilearn/nilearn\n', 'extracted_version': '0.0.0'}, {'file': 'setup.py', 'version': None, 'extracted_version': None}]",0.0.0,"{'image': 8, 'surface': 8, 'datasets': 13, 'plotting': 12, 'masking': 1, 'glm': 4, 'reporting': 1, 'input_data': 1}","{'plot_glass_brain': 7, 'plot_stat_map': 12, 'fetch_surf_fsaverage': 7, 'datasets': 5, 'vol_to_surf': 16, 'load_surf_data': 14, 'load_surf_mesh': 4, 'plot_surf_stat_map': 24, 'index_img': 2, 'fetch_surf_nki_enhanced': 1, 'FirstLevelModel': 2, 'threshold_stats_img': 2, 'load_mni152_template': 1, 'NiftiSpheresMasker': 1, 'make_first_level_design_matrix': 1, 'fetch_atlas_surf_destrieux': 2}",10,1,True
491,farahanams/Pytorch-fMRI,2018-02-13,[],,{'plotting': 2},"{'plot_anat': 3, '__version__': 1, 'nilearn': 1}",0,2,True
492,DivyanshuTak/Postoperative_pedsglioma_EFS,2024-06-25,"[{'file': 'environment.yml', 'version': '    - nilearn==0.10.4\n', 'extracted_version': '0.10.4'}]",0.10.4,,,0,0,False
494,treyamador/machine-learning,2018-05-28,[],,"{'image': 20, 'plotting': 1}","{'load_img': 83, 'image': 83}",20,0,True
495,pni-lab/nifeatures,2024-08-14,"[{'file': 'setup.py', 'version': '    install_requires=[""joblib==1.4.2"", ""nibabel==5.2.1"", ""nilearn==0.10.4"", ""numpy==1.26.4"",\n', 'extracted_version': '0.0.0'}]",0.0.0,{'datasets': 2},{'load_mni152_brain_mask': 4},1,1,True
496,pni-lab/PUMI,2025-01-17,"[{'file': 'requirements.txt', 'version': 'nilearn>=0.9.1\n', 'extracted_version': '0.9.1'}, {'file': 'pyproject.toml', 'version': '>=0.9.1', 'extracted_version': '0.9.1'}]",0.9.1,"{'plotting': 3, 'connectome': 1, '_utils': 2, 'signal': 1, 'image': 1, 'datasets': 1}","{'plot_roi': 1, 'plotting': 4, 'plot_img': 1, 'ConnectivityMeasure': 1, 'check_niimg_4d': 1, '_safe_get_data': 1, 'clean': 1, 'plot_anat': 3, 'atlas': 2, 'index_img': 1, 'image': 1}",5,0,True
497,pni-lab/placebo-conditioning-meta-analysis,2025-01-20,[],,"{'plotting': 50, 'reporting': 19, 'datasets': 19, 'image': 5, 'surface': 5, 'regions': 1}","{'_cmap_d': 2, 'fetch_atlas_difumo': 19, 'find_cut_slices': 15, 'view_img': 25, 'plotting': 60, 'get_clusters_table': 30, 'plot_stat_map': 30, 'plot_glass_brain': 4, 'plot_img_on_surf': 5, 'show': 5, 'connected_regions': 1, 'new_img_like': 1, 'index_img': 2}",0,21,True
498,NicolasGensollen/nilearn-dev-days-2021-introduction,2021-04-28,[],,"{'datasets': 14, 'input_data': 6, 'image': 6, 'glm': 5, 'reporting': 1, 'plotting': 11, 'masking': 1, 'connectome': 1, 'surface': 1, 'decoding': 2}","{'fetch_development_fmri': 4, 'datasets': 2, 'NiftiMasker': 4, 'fetch_haxby': 2, 'fetch_fiac_first_level': 2, 'mean_img': 2, 'FirstLevelModel': 2, 'make_glm_report': 1, 'fetch_atlas_harvard_oxford': 1, 'NiftiLabelsMasker': 3, 'fetch_atlas_msdl': 1, 'NiftiMapsMasker': 3, '__version__': 4, 'nilearn': 4, 'fetch_adhd': 1, 'compute_epi_mask': 1, 'plot_carpet': 2, 'fetch_icbm152_2009': 1, 'concat_imgs': 1, 'fetch_atlas_yeo_2011': 1, 'ConnectivityMeasure': 1, 'find_parcellation_cut_coords': 1, 'plot_markers': 1, 'fetch_neurovault_motor_task': 1, 'fetch_surf_fsaverage': 1, 'vol_to_surf': 1, 'fetch_atlas_surf_destrieux': 1, 'plot_surf_contours': 2, 'plot_surf_stat_map': 1, 'plot_design_matrix': 3, 'plot_contrast_matrix': 1, 'plot_stat_map': 4, 'compute_fixed_effects': 1, 'fetch_localizer_contrasts': 2, 'SecondLevelModel': 1, 'plot_glass_brain': 1, 'load_img': 2, 'index_img': 3, 'Decoder': 6, 'fetch_oasis_vbm': 1, 'DecoderRegressor': 1, 'fetch_atlas_difumo': 1, 'get_data': 1, 'plot_prob_atlas': 1}",0,5,True
499,NicolasGensollen/nilearn-tutorial-EUGLOH-2021,2021-06-23,"[{'file': 'requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,"{'datasets': 3, 'plotting': 3, 'image': 2, 'input_data': 2, 'connectome': 2}","{'__version__': 1, 'nilearn': 1, 'MNI152_FILE_PATH': 3, 'plot_img': 2, 'plotting': 13, 'smooth_img': 1, 'image': 4, 'fetch_development_fmri': 2, 'datasets': 4, 'load_img': 2, 'mean_img': 1, 'view_img': 1, 'fetch_atlas_msdl': 2, 'plot_prob_atlas': 1, 'NiftiMapsMasker': 2, 'input_data': 2, 'ConnectivityMeasure': 5, 'plot_matrix': 5, 'view_connectome': 4}",0,3,True
500,zwangMcGill/COMP550-Final-Project,2021-12-20,[],,"{'input_data': 1, 'plotting': 1}","{'datasets': 1, 'nilearn': 1, 'NiftiLabelsMasker': 1, 'view_img_on_surf': 1, 'plotting': 1}",1,0,True
501,Daniil-Vlasenko/Classification_of_Brain_Activity_using_Synolitic_Networks,2023-09-10,[],,{'image': 1},"{'load_img': 1, 'image': 2, 'resample_img': 1}",1,0,True
502,Sam54000/eeg_preprocessing_cst,2024-10-21,"[{'file': 'pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'poetry.lock', 'version': 'full = [""darkdetect"", ""defusedxml"", ""dipy"", ""edfio (>=0.2.1)"", ""eeglabio"", ""h5io"", ""h5py"", ""imageio (>=2.6.1)"", ""imageio-ffmpeg (>=0.4.1)"", ""ipyevents"", ""ipympl"", ""ipywidgets"", ""joblib"", ""jupyter"", ""mffpy (>=0.5.7)"", ""mne-qt-browser"", ""neo"", ""nibabel"", ""nilearn"", ""numba"", ""openmeeg (>=2.5.5)"", ""pandas"", ""psutil"", ""pyarrow"", ""pybv"", ""pymatreader"", ""pyobjc-framework-cocoa (>=5.2.0)"", ""pyqt6 (!=6.6.1)"", ""pyqt6-qt6 (!=6.6.1,!=6.6.2,!=6.6.3)"", ""python-picard"", ""pyvista (>=0.32,!=0.35.2,!=0.38.0,!=0.38.1,!=0.38.2,!=0.38.3,!=0.38.4,!=0.38.5,!=0.38.6,!=0.42.0)"", ""pyvistaqt (>=0.4)"", ""qdarkstyle (!=3.2.2)"", ""qtpy"", ""scikit-learn"", ""sip"", ""snirf"", ""statsmodels"", ""threadpoolctl"", ""traitlets"", ""trame"", ""trame-vtk"", ""trame-vuetify"", ""vtk"", ""xlrd""]\n', 'extracted_version': '0.0.0'}]",0.0.0,,,0,0,False
503,Satyajit24behera/Py-feat-webapp,2023-07-18,[],,,,0,0,False
504,hust-linyi/LENAS,2024-01-03,"[{'file': 'requirements.txt', 'version': 'nilearn==0.10.2\n', 'extracted_version': '0.10.2'}]",0.10.2,{'image': 1},"{'new_img_like': 2, 'resample_to_img': 1}",1,0,True
505,DiedrichsenLab/cortico_cereb_connectivity,2025-02-19,[],,,,0,0,False
507,RDoerfel/extract_tac,2025-01-13,"[{'file': 'pyproject.toml', 'version': '^0.11.0', 'extracted_version': '0.11.0'}]",0.11.0,{'image': 1},{'resample_to_img': 1},1,0,True
509,daletovar/test_image_rendering,2021-03-31,[],,{'plotting': 1},,0,1,False
510,daletovar/dtm,2019-09-05,[],,{'input_data': 1},{'NiftiMasker': 2},1,0,True
511,nimlab/NHB_Taylor2023,2023-07-24,"[{'file': 'environment.yml', 'version': '  - nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,"{'image': 3, 'maskers': 1, 'input_data': 1}","{'concat_imgs': 1, 'image': 4, 'NiftiMasker': 2, 'maskers': 1, 'load_img': 1, 'input_data': 1, 'coord_transform': 1, 'new_img_like': 1}",2,1,True
512,nimlab/NMH_Stubbs2023,2024-01-09,"[{'file': 'environment.yml', 'version': '  - nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,"{'image': 3, 'maskers': 1, 'input_data': 1}","{'concat_imgs': 1, 'image': 4, 'NiftiMasker': 2, 'maskers': 1, 'load_img': 1, 'input_data': 1, 'coord_transform': 1, 'new_img_like': 1}",2,1,True
513,nimlab/cbig_workflow,2024-02-27,"[{'file': 'environment.yml', 'version': '  - nilearn \n', 'extracted_version': '0.0.0'}]",0.0.0,"{'image': 5, 'maskers': 2}","{'load_img': 6, 'image': 16, 'new_img_like': 5, 'largest_connected_component_img': 1, 'coord_transform': 3, 'NiftiMasker': 3, 'maskers': 3, 'index_img': 1}",5,0,True
514,nipreps-data/bootcamp-geneva-2024-glm,2024-09-11,[],,"{'glm': 2, 'plotting': 1}","{'first_level': 2, 'glm': 6, 'second_level': 2, 'cluster_level_inference': 2, 'plot_design_matrix': 1, 'plotting': 2, 'plot_stat_map': 1}",1,1,True
515,mritopep/Backend,2021-05-16,"[{'file': 'requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}, {'file': 'med2img/requirements.txt', 'version': None, 'extracted_version': None}]",0.0.0,{'image': 1},{'math_img': 2},1,0,True
516,coryshain/langlocFC,2025-03-29,"[{'file': 'conda.yml', 'version': '    - nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,"{'image': 8, 'masking': 6, 'glm': 1}","{'load_img': 10, 'image': 44, 'get_data': 24, 'compute_brain_mask': 5, 'masking': 5, 'new_img_like': 3, 'smooth_img': 6, 'first_level': 2, 'glm': 2, 'math_img': 1}",8,0,True
