name,last_commit,versions,n_notebook,n_notebook_parsed,n_python_file,n_python_file_parsed,import_counts,function_counts,contains_python_2,extracted_version,lockfile,has_version,has_imports,use_imports,include,user,repo,content,p_notebook_parsed,p_python_file_parsed,duplicated_repo
eigenvivek/ortho-rxfm,2021-11-29,"[{'file': 'environment.yml', 'version': '  - nilearn\n', 'extracted_version': '0.0.0'}]",0,0,1,1,{'datasets': 1},{'MNI152_FILE_PATH': 1},False,0.0.0,environment.yml,True,True,True,True,eigenvivek,ortho-rxfm,python,n/a,1.0,False
ito-takuya/multitaskrepresentations,2024-12-04,[],11,11,0,0,{'plotting': 11},{},False,n/a,n/a,False,True,False,True,ito-takuya,multitaskrepresentations,notebook,1.0,n/a,False
bkazemivash/Scepter,2024-12-21,[],0,0,2,2,"{'masking': 1, 'image': 2}","{'index_img': 1, 'apply_mask': 2, 'unmask': 2, 'load_img': 2, 'coord_transform': 1}",False,n/a,n/a,False,True,True,True,bkazemivash,Scepter,python,n/a,1.0,False
Alirezafathian/fmriprediction,2022-10-19,"[{'file': 'requirements.txt', 'version': 'nilearn>=0.6.2\n', 'extracted_version': '0.6.2'}, {'file': 'setup.py', 'version': None, 'extracted_version': None}]",4,3,3,3,"{'connectome': 2, 'plotting': 6, 'datasets': 5, 'signal': 2, 'surface': 3}","{'plot_connectome': 7, 'view_markers': 2, 'view_connectome': 5, 'nilearn': 1}",False,0.6.2,requirements.txt,True,True,True,True,Alirezafathian,fmriprediction,mixed,0.75,1.0,False
AdriCQ/ddn-for-asd-diagnosis,2024-12-01,[],2,2,0,0,{'connectome': 2},{'ConnectivityMeasure': 2},False,n/a,n/a,False,True,True,True,AdriCQ,ddn-for-asd-diagnosis,notebook,1.0,n/a,False
SkeideLab/SPOT,2025-03-26,[],0,0,54,51,"{'plotting': 11, 'surface': 52, '_utils': 3, 'image': 3, 'datasets': 2}","{'plot_surf': 3, 'load_surf_mesh': 12, 'load_surf_data': 133, 'stringify_path': 1, 'check_niimg': 1, 'copy_img': 2, '_get_data': 2, 'get_bounds': 1, 'BoundingBoxError': 1, 'to_matrix_vector': 1, 'crop_img': 1, '_resample_one_img': 1, 'new_img_like': 1, 'plot_surf_stat_map': 18, 'fetch_surf_fsaverage': 2, 'plot_surf_contours': 10, 'plot_surf_roi': 2}",False,n/a,n/a,False,True,True,True,SkeideLab,SPOT,python,n/a,0.9444444444444444,False
SkeideLab/SLANG-conversion,2024-11-19,"[{'file': 'environment.yml', 'version': '  - nilearn <=0.10.1\n', 'extracted_version': '0.10.1'}]",0,0,0,0,{},{},False,0.10.1,environment.yml,True,False,False,True,SkeideLab,SLANG-conversion,mixed,n/a,n/a,False
SkeideLab/meta_semantics,2021-11-03,"[{'file': 'requirements.txt', 'version': 'nilearn==0.7.1\n', 'extracted_version': '0.7.1'}]",0,0,10,10,"{'image': 8, 'regions': 1, 'reporting': 7, 'glm': 1, 'plotting': 7}","{'coord_transform': 4, 'threshold_img': 5, 'get_clusters_table': 9, 'connected_regions': 1, 'index_img': 1, 'math_img': 19, 'mean_img': 4, 'load_img': 25, 'threshold_stats_img': 1, 'plot_glass_brain': 20, 'plot_markers': 6}",False,0.7.1,requirements.txt,True,True,True,True,SkeideLab,meta_semantics,python,n/a,1.0,False
csctd/profile-website-Mariamsheart17698,2023-08-16,"[{'file': 'requirements.txt', 'version': None, 'extracted_version': None}]",0,0,0,0,{},{},False,n/a,n/a,False,False,False,False,csctd,profile-website-Mariamsheart17698,mixed,n/a,n/a,False
csctd/profile-website-DanielS129,2022-08-18,"[{'file': 'requirements.txt', 'version': None, 'extracted_version': None}]",0,0,0,0,{},{},False,n/a,n/a,False,False,False,False,csctd,profile-website-DanielS129,mixed,n/a,n/a,False
csctd/sphinx-site-template,2023-08-04,"[{'file': 'requirements.txt', 'version': None, 'extracted_version': None}]",0,0,0,0,{},{},False,n/a,n/a,False,False,False,False,csctd,sphinx-site-template,mixed,n/a,n/a,False
csctd/profile-website-brownsarahm-1,2022-08-12,"[{'file': 'requirements.txt', 'version': None, 'extracted_version': None}]",0,0,0,0,{},{},False,n/a,n/a,False,False,False,False,csctd,profile-website-brownsarahm-1,mixed,n/a,n/a,False
csctd/profile-website-Aethryx,2023-08-17,"[{'file': 'requirements.txt', 'version': None, 'extracted_version': None}]",0,0,0,0,{},{},False,n/a,n/a,False,False,False,False,csctd,profile-website-Aethryx,mixed,n/a,n/a,False
csctd/profile-website-Obarrie,2023-08-08,"[{'file': 'requirements.txt', 'version': None, 'extracted_version': None}]",0,0,0,0,{},{},False,n/a,n/a,False,False,False,False,csctd,profile-website-Obarrie,mixed,n/a,n/a,False
csctd/profile-website-Alexis0502,2023-08-17,"[{'file': 'requirements.txt', 'version': None, 'extracted_version': None}]",0,0,0,0,{},{},False,n/a,n/a,False,False,False,False,csctd,profile-website-Alexis0502,mixed,n/a,n/a,False
csctd/profile-website-kurayamiyoshi,2023-08-19,"[{'file': 'requirements.txt', 'version': None, 'extracted_version': None}]",0,0,0,0,{},{},False,n/a,n/a,False,False,False,False,csctd,profile-website-kurayamiyoshi,mixed,n/a,n/a,False
csctd/profile-website-dmjm12,2023-08-17,"[{'file': 'requirements.txt', 'version': None, 'extracted_version': None}]",0,0,0,0,{},{},False,n/a,n/a,False,False,False,False,csctd,profile-website-dmjm12,mixed,n/a,n/a,False
csctd/profile-website-dennolouis,2022-08-10,"[{'file': 'requirements.txt', 'version': None, 'extracted_version': None}]",0,0,0,0,{},{},False,n/a,n/a,False,False,False,False,csctd,profile-website-dennolouis,mixed,n/a,n/a,False
csctd/profile-website-DevinCastillo5,2023-10-23,"[{'file': 'requirements.txt', 'version': None, 'extracted_version': None}]",0,0,0,0,{},{},False,n/a,n/a,False,False,False,False,csctd,profile-website-DevinCastillo5,mixed,n/a,n/a,False
csctd/profile-website-mathewkelley,2023-08-18,"[{'file': 'requirements.txt', 'version': None, 'extracted_version': None}]",0,0,0,0,{},{},False,n/a,n/a,False,False,False,False,csctd,profile-website-mathewkelley,mixed,n/a,n/a,False
csctd/profile-website-ethan-clark-rams,2023-08-17,"[{'file': 'requirements.txt', 'version': None, 'extracted_version': None}]",0,0,0,0,{},{},False,n/a,n/a,False,False,False,False,csctd,profile-website-ethan-clark-rams,mixed,n/a,n/a,False
csctd/profile-website-JonathanLakavichit,2022-08-17,"[{'file': 'requirements.txt', 'version': None, 'extracted_version': None}]",0,0,0,0,{},{},False,n/a,n/a,False,False,False,False,csctd,profile-website-JonathanLakavichit,mixed,n/a,n/a,False
csctd/profile-website-badhanhasan,2022-08-17,"[{'file': 'requirements.txt', 'version': None, 'extracted_version': None}]",0,0,0,0,{},{},False,n/a,n/a,False,False,False,False,csctd,profile-website-badhanhasan,mixed,n/a,n/a,False
csctd/profile-website-CarlosleonR,2022-08-17,"[{'file': 'requirements.txt', 'version': None, 'extracted_version': None}]",0,0,0,0,{},{},False,n/a,n/a,False,False,False,False,csctd,profile-website-CarlosleonR,mixed,n/a,n/a,False
csctd/profile-website-SeanGuzman1,2022-08-09,"[{'file': 'requirements.txt', 'version': None, 'extracted_version': None}]",0,0,0,0,{},{},False,n/a,n/a,False,False,False,False,csctd,profile-website-SeanGuzman1,mixed,n/a,n/a,False
Aymen135/population-gcn-master,2023-06-13,"[{'file': 'requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'gcn_master/setup.py', 'version': None, 'extracted_version': None}, {'file': 'Pipfile', 'version': 'nilearn = ""*""\n', 'extracted_version': '0.0.0'}, {'file': 'Pipfile.lock', 'version': '        ""nilearn"": {\n', 'extracted_version': '0.0.0'}]",2,0,2,2,"{'connectome': 1, 'datasets': 1}","{'ConnectivityMeasure': 1, 'fetch_abide_pcp': 1}",False,0.0.0,several_lockfile_detected,True,True,True,True,Aymen135,population-gcn-master,python,0.0,1.0,False
MICA-MNI/z-brains,2025-02-28,"[{'file': 'requirements.txt', 'version': 'nilearn==0.10.4\n', 'extracted_version': '0.10.4'}]",0,0,0,0,{},{},False,0.10.4,requirements.txt,True,False,False,True,MICA-MNI,z-brains,mixed,n/a,n/a,False
MICA-MNI/ENIGMA,2025-04-03,"[{'file': 'requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}, {'file': 'setup.py', 'version': None, 'extracted_version': None}, {'file': 'setup.cfg', 'version': None, 'extracted_version': None}, {'file': 'environment.yml', 'version': '  - nilearn=0.10.4=pyhd8ed1ab_0\n', 'extracted_version': '0.10.4'}]",0,0,0,0,{},{},False,several_versions_detected,several_lockfile_detected,True,False,False,True,MICA-MNI,ENIGMA,mixed,n/a,n/a,False
MICA-MNI/2025_in-vivo_tauPET-mk6240_TLE,2025-04-04,"[{'file': 'environment.yml', 'version': '    - nilearn\n', 'extracted_version': '0.0.0'}]",0,0,0,0,{},{},False,0.0.0,environment.yml,True,False,False,True,MICA-MNI,2025_in-vivo_tauPET-mk6240_TLE,mixed,n/a,n/a,False
MICA-MNI/BrainStat,2024-09-27,"[{'file': 'requirements.txt', 'version': 'nilearn>=0.7.0\n', 'extracted_version': '0.7.0'}, {'file': 'setup.py', 'version': None, 'extracted_version': None}, {'file': 'setup.cfg', 'version': None, 'extracted_version': None}]",3,1,12,8,"{'datasets': 11, 'glm': 10, 'surface': 2}","{'fetch_language_localizer_demo_dataset': 2, 'first_level_from_bids': 4, 'fetch_surf_fsaverage': 6, 'vol_to_surf': 4, 'make_first_level_design_matrix': 2, 'run_glm': 4, 'compute_contrast': 4, 'load_mni152_brain_mask': 2}",False,0.7.0,requirements.txt,True,True,True,True,MICA-MNI,BrainStat,mixed,0.3333333333333333,0.6666666666666666,False
MICA-MNI/dhcp,2025-04-03,[],3,3,20,20,"{'plotting': 23, 'image': 22, 'maskers': 14, 'masking': 7}","{'load_img': 69, 'view_img': 2, 'plot_roi': 5, 'NiftiMasker': 14, 'new_img_like': 9, 'plot_anat': 2, 'affine_matrices': 1, 'resample_img': 1, 'plot_stat_map': 1, 'math_img': 8, 'binarize_img': 1, 'concat_imgs': 1, 'NiftiLabelsMasker': 1}",False,n/a,n/a,False,True,True,True,MICA-MNI,dhcp,mixed,1.0,1.0,False
MICA-MNI/micapipe-supplementary,2023-06-15,[],0,0,4,4,{'plotting': 4},{'plot_matrix': 9},False,n/a,n/a,False,True,True,True,MICA-MNI,micapipe-supplementary,python,n/a,1.0,False
MICA-MNI/MICA-7t,2025-03-31,[],0,0,1,1,{'plotting': 1},{'plot_matrix': 2},False,n/a,n/a,False,True,True,True,MICA-MNI,MICA-7t,python,n/a,1.0,False
ishreya09/Cross-Prompt-Essay-Grader-Model,2024-11-11,"[{'file': 'requirements.txt', 'version': 'nilearn==0.10.4\n', 'extracted_version': '0.10.4'}]",0,0,0,0,{},{},False,0.10.4,requirements.txt,True,False,False,True,ishreya09,Cross-Prompt-Essay-Grader-Model,mixed,n/a,n/a,False
lmeyer32/Source_7a,2021-10-21,"[{'file': 'DeepPATH_code/requirements.txt', 'version': 'nilearn==0.5.0\n', 'extracted_version': '0.5.0'}]",0,0,0,0,{},{},False,0.5.0,requirements.txt,True,False,False,True,lmeyer32,Source_7a,mixed,n/a,n/a,False
main-educational/brain_encoding_decoding,2024-10-25,"[{'file': 'requirements.txt', 'version': 'nilearn==0.10.4\n', 'extracted_version': '0.10.4'}, {'file': 'binder/requirements.txt', 'version': 'nilearn==0.10.4\n', 'extracted_version': '0.10.4'}, {'file': 'environment.yml', 'version': '    - nilearn==0.10.4\n', 'extracted_version': '0.10.4'}]",6,6,1,1,"{'datasets': 6, 'input_data': 5, 'image': 9, 'plotting': 10, 'connectome': 3}","{'fetch_miyawaki2008': 1, 'MultiNiftiMasker': 1, 'threshold_img': 2, 'view_img': 4, 'cm': 2, 'coord_transform': 1, 'plot_stat_map': 2, 'fetch_haxby': 4, 'load_img': 3, 'plot_anat': 1, 'mean_img': 1, 'plot_epi': 1, 'plot_roi': 1, 'show': 2, 'NiftiMasker': 4, 'plot_matrix': 2}",False,0.10.4,several_lockfile_detected,True,True,True,True,main-educational,brain_encoding_decoding,mixed,1.0,1.0,False
susan-cheng/brain-age-longitudinal,2025-01-17,"[{'file': 'requirements.txt', 'version': 'nilearn==0.10.1\n', 'extracted_version': '0.10.1'}, {'file': 'pyment-public/setup.py', 'version': None, 'extracted_version': None}]",0,0,1,1,{'image': 1},{'resample_to_img': 1},False,0.10.1,requirements.txt,True,True,True,True,susan-cheng,brain-age-longitudinal,python,n/a,1.0,False
MichlF/science_projects,2023-06-02,"[{'file': 'NoDifferenceInPriorRepresentationsOfWhatToAttendAndWhatToIgnore/requirements.txt', 'version': 'nilearn==0.8.1\n', 'extracted_version': '0.8.1'}]",0,0,1,1,{'input_data': 1},{'NiftiMasker': 2},False,0.8.1,requirements.txt,True,True,True,True,MichlF,science_projects,python,n/a,1.0,False
tyo8/brain_representations,2025-01-07,[],0,0,1,1,"{'datasets': 1, 'maskers': 1}","{'fetch_atlas_schaefer_2018': 1, 'NiftiLabelsMasker': 1}",False,n/a,n/a,False,True,True,True,tyo8,brain_representations,python,n/a,1.0,False
JAINAM576/Welding_Defect_Detection_YoloV8,2024-09-03,"[{'file': 'requirements.txt', 'version': 'nilearn==0.10.4\n', 'extracted_version': '0.10.4'}]",0,0,0,0,{},{},False,0.10.4,requirements.txt,True,False,False,True,JAINAM576,Welding_Defect_Detection_YoloV8,mixed,n/a,n/a,False
JAINAM576/Sign-Language-digit-Classification,2024-08-26,[],0,0,0,0,{},{},False,n/a,n/a,False,False,False,False,JAINAM576,Sign-Language-digit-Classification,mixed,n/a,n/a,False
pydsgz/3DSeg,2019-06-06,"[{'file': 'requirements.txt', 'version': 'nilearn==0.4.0\n', 'extracted_version': '0.4.0'}]",0,0,1,1,{'image': 1},"{'load_img': 1, 'crop_img': 1}",False,0.4.0,requirements.txt,True,True,True,True,pydsgz,3DSeg,python,n/a,1.0,False
haxmxah/glue-benchmark,2025-01-02,"[{'file': 'requirements.txt', 'version': 'nilearn==0.10.4\n', 'extracted_version': '0.10.4'}]",0,0,0,0,{},{},False,0.10.4,requirements.txt,True,False,False,True,haxmxah,glue-benchmark,mixed,n/a,n/a,False
Ruturaj4/package-management-project-pypi,2019-02-08,"[{'file': 'requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}]",0,0,0,0,{},{},False,0.0.0,requirements.txt,True,False,False,True,Ruturaj4,package-management-project-pypi,mixed,n/a,n/a,False
MicheleDamian/ConnectopicMapping,2019-05-13,"[{'file': 'requirements.txt', 'version': 'nilearn>=0.2.4\n', 'extracted_version': '0.2.4'}, {'file': 'setup.py', 'version': None, 'extracted_version': None}]",0,0,2,1,"{'datasets': 1, 'image': 1}","{'fetch_atlas_harvard_oxford': 2, 'smooth_img': 1}",False,0.2.4,requirements.txt,True,True,True,True,MicheleDamian,ConnectopicMapping,python,n/a,0.5,False
RahatShahriarZawad/BCI_Project_Motor_Movement,2024-05-07,"[{'file': 'requirements.txt', 'version': 'nilearn=0.10.3=pyhd8ed1ab_0\n', 'extracted_version': '0.10.3'}]",0,0,0,0,{},{},False,0.10.3,requirements.txt,True,False,False,True,RahatShahriarZawad,BCI_Project_Motor_Movement,mixed,n/a,n/a,False
RuiLiGitLove/brainiak,2023-09-06,"[{'file': 'examples/factoranalysis/requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}, {'file': 'examples/hyperparamopt/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'examples/eventseg/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'examples/reprsimil/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'examples/searchlight/requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}, {'file': 'examples/isc/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'examples/utils/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'examples/funcalign/requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}, {'file': 'pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'setup.py', 'version': None, 'extracted_version': None}, {'file': 'setup.cfg', 'version': None, 'extracted_version': None}]",5,3,5,4,"{'plotting': 3, 'input_data': 5, 'image': 2, 'datasets': 1}","{'NiftiMasker': 4, 'plot_connectome': 5, 'plot_glass_brain': 3, 'new_img_like': 3, 'MultiNiftiMasker': 1, 'fetch_atlas_basc_multiscale_2015': 1, 'plot_stat_map': 2, 'load_img': 2}",False,0.0.0,requirements.txt,True,True,True,True,RuiLiGitLove,brainiak,mixed,0.6,0.8,False
RuiLiGitLove/LUMEN,2025-02-23,[],0,0,3,3,"{'image': 3, 'input_data': 1}","{'load_img': 7, 'nilearn': 8, 'new_img_like': 1, 'NiftiMasker': 1, 'index_img': 1, 'resample_img': 1}",False,n/a,n/a,False,True,True,True,RuiLiGitLove,LUMEN,python,n/a,1.0,False
NeelKondapalli/Speech-Splendid,2023-01-21,"[{'file': 'requirements.txt', 'version': 'nilearn==0.9.2\n', 'extracted_version': '0.9.2'}]",0,0,0,0,{},{},False,0.9.2,requirements.txt,True,False,False,True,NeelKondapalli,Speech-Splendid,mixed,n/a,n/a,False
naturalistic-data-analysis/naturalistic_data_analysis,2024-05-01,"[{'file': 'requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}]",34,24,9,0,"{'plotting': 21, 'masking': 3, 'input_data': 3}","{'plot_anat': 6, 'view_img': 27, 'plot_glass_brain': 9, 'view_img_on_surf': 12, 'apply_mask': 6, 'NiftiLabelsMasker': 3, 'plot_stat_map': 6}",False,0.0.0,requirements.txt,True,True,True,True,naturalistic-data-analysis,naturalistic_data_analysis,notebook,0.7058823529411765,0.0,False
mjboos/voxelwiseencoding,2022-11-16,"[{'file': 'requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}, {'file': 'setup.py', 'version': None, 'extracted_version': None}]",4,4,3,3,"{'image': 4, 'plotting': 2, 'masking': 8, 'signal': 2}","{'mean_img': 1, 'plot_stat_map': 2, 'unmask': 2, 'apply_mask': 2, 'clean': 2, 'compute_epi_mask': 2, 'concat_imgs': 1}",False,0.0.0,requirements.txt,True,True,True,True,mjboos,voxelwiseencoding,mixed,1.0,1.0,False
Ouasfi/fMRI-ssl,2021-04-05,"[{'file': 'requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}]",0,0,2,2,"{'image': 2, 'masking': 1, 'input_data': 1, 'plotting': 2}","{'math_img': 1, 'intersect_masks': 1, 'NiftiMasker': 1, 'plot_stat_map': 1}",False,0.0.0,requirements.txt,True,True,True,True,Ouasfi,fMRI-ssl,python,n/a,1.0,False
jamesbrainard/Neuro-Creativity-ML,2025-04-01,"[{'file': 'environment.yml', 'version': None, 'extracted_version': None}]",1,1,0,0,"{'input_data': 1, 'connectome': 1, 'datasets': 1}","{'fetch_atlas_harvard_oxford': 1, 'NiftiLabelsMasker': 1, 'ConnectivityMeasure': 1}",False,n/a,n/a,False,True,True,True,jamesbrainard,Neuro-Creativity-ML,notebook,1.0,n/a,False
neuroscout/neuroscout,2024-04-17,"[{'file': 'requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'neuroscout/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'celery_worker/requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}, {'file': 'setup.py', 'version': None, 'extracted_version': None}, {'file': 'neuroscout/populate/setup.py', 'version': None, 'extracted_version': None}]",0,0,0,0,{},{},False,0.0.0,requirements.txt,True,False,False,True,neuroscout,neuroscout,mixed,n/a,n/a,False
neuroscout/neuroscout-docs,2023-04-15,"[{'file': 'requirements.txt', 'version': None, 'extracted_version': None}]",4,0,0,0,{},{},False,n/a,n/a,False,False,False,False,neuroscout,neuroscout-docs,mixed,0.0,n/a,False
neuroscout/neuroscout-cli,2022-08-02,"[{'file': 'setup.py', 'version': None, 'extracted_version': None}]",3,3,0,0,{'plotting': 3},{'plot_stat_map': 3},False,n/a,n/a,False,True,True,True,neuroscout,neuroscout-cli,notebook,1.0,n/a,False
neuroscout/neuroscout-paper,2022-08-29,"[{'file': 'requirements.txt', 'version': 'nilearn==0.8.0\n', 'extracted_version': '0.8.0'}]",5,3,3,3,"{'glm': 1, 'plotting': 6, '_utils': 1, 'datasets': 2, 'surface': 1, 'masking': 1}","{'threshold_stats_img': 3, 'plot_stat_map': 9, 'z_score': 1, 'fetch_surf_fsaverage': 1, 'vol_to_surf': 2, '_colorbar_from_array': 1, 'get_cmap': 1, 'plot_surf_stat_map': 1, 'show': 1, 'compute_gray_matter_mask': 1, 'load_mni152_template': 1}",False,0.8.0,requirements.txt,True,True,True,True,neuroscout,neuroscout-paper,mixed,0.6,1.0,False
RabbitFored/NeetCity-Centrewise,2024-07-30,"[{'file': 'requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'poetry.lock', 'version': 'all = [""GitPython"", ""black"", ""codecov"", ""coverage (<5)"", ""datalad"", ""dipy"", ""duecredit"", ""fuzzywuzzy"", ""ipython"", ""matplotlib"", ""nbsphinx"", ""nilearn"", ""nipy"", ""nitime"", ""paramiko"", ""psutil (>=5.0)"", ""pybids (>=0.7.0)"", ""pytest"", ""pytest-cov"", ""pytest-doctestplus"", ""pytest-env"", ""pytest-timeout"", ""sphinx"", ""sphinx (>=2.1.2)"", ""sphinx-argparse"", ""sphinxcontrib-apidoc"", ""xvfbwrapper""]\n', 'extracted_version': '0.0.0'}]",0,0,0,0,{},{},False,0.0.0,poetry.lock,True,False,False,True,RabbitFored,NeetCity-Centrewise,mixed,n/a,n/a,False
djaaker/Lab-Work,2023-10-11,[],6,6,1,1,{'plotting': 7},{'plot_design_matrix': 1},False,n/a,n/a,False,True,True,True,djaaker,Lab-Work,mixed,1.0,1.0,False
djaaker/StrokeTTC,2024-12-09,"[{'file': 'myproject/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'myproject/EEG_real_time_seizure_detection/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'EEG_real_time_seizure_detection/environment.yml', 'version': None, 'extracted_version': None}]",0,0,0,0,{},{},False,n/a,n/a,False,False,False,False,djaaker,StrokeTTC,mixed,n/a,n/a,False
djaaker/eeg-to-fmri,2024-04-23,"[{'file': 'pyproject.toml', 'version': '0.0.0', 'extracted_version': '0.0.0'}]",2,0,3,3,"{'masking': 2, 'signal': 1, 'image': 4, 'plotting': 2, '_utils': 1, 'input_data': 1, 'decomposition': 1}","{'compute_epi_mask': 2, 'apply_mask': 3, 'load_img': 12, 'resample_img': 3, 'concat_imgs': 1, 'NiftiMasker': 3, 'compute_multi_epi_mask': 1, 'new_img_like': 4, 'mean_img': 1, 'smooth_img': 2, 'threshold_img': 1, 'unmask': 1, 'check_niimg_3d': 2, 'as_ndarray': 1, '_apply_mask_fmri': 1, 'CanICA': 1, 'index_img': 2, 'view_img': 1}",False,0.0.0,pyproject.toml,True,True,True,True,djaaker,eeg-to-fmri,python,0.0,1.0,False
