name,last_commit,versions,extracted_version,import_counts,function_counts,n_python_file,n_notebook,has_version,has_imports,use_imports,include,user,repo,content,duplicated_repo
kjamison/brainmontageplot,2025-02-04,"[{'file': 'requirements.txt', 'version': 'nilearn>=0.10\n', 'extracted_version': '0.10'}, {'file': 'setup.py', 'version': None, 'extracted_version': None}]",0.10,"{'plotting': 1, 'datasets': 1}","{'plot_surf_roi': 2, 'plotting': 3, 'plot_surf_stat_map': 1, 'fetch_surf_fsaverage': 1, 'datasets': 1}",1,0,True,True,True,True,kjamison,brainmontageplot,python,False
kjamison/fmriclean,2025-03-04,"[{'file': 'requirements.txt', 'version': 'nilearn>=0.7\n', 'extracted_version': '0.7'}]",0.7,"{'signal': 1, 'connectome': 2, '__version__': 1}","{'connectome': 1, 'nilearn': 3, 'signal': 2, '__version__': 1}",4,0,True,True,True,True,kjamison,fmriclean,python,False
spanlab/spantoolbox,2019-12-17,"[{'file': 'venv/lib/python2.7/site-packages/imblearn/setup.py', 'version': None, 'extracted_version': None}, {'file': 'venv/lib/python2.7/site-packages/scipy/setup.py', 'version': None, 'extracted_version': None}, {'file': 'venv/lib/python2.7/site-packages/numpy/setup.py', 'version': None, 'extracted_version': None}, {'file': 'venv/lib/python2.7/site-packages/sklearn/setup.py', 'version': None, 'extracted_version': None}, {'file': 'venv/lib/python2.7/site-packages/scipy/_lib/setup.py', 'version': None, 'extracted_version': None}, {'file': 'venv/lib/python2.7/site-packages/scipy/optimize/setup.py', 'version': None, 'extracted_version': None}, {'file': 'venv/lib/python2.7/site-packages/scipy/fftpack/setup.py', 'version': None, 'extracted_version': None}, {'file': 'venv/lib/python2.7/site-packages/scipy/ndimage/setup.py', 'version': None, 'extracted_version': None}, {'file': 'venv/lib/python2.7/site-packages/scipy/spatial/setup.py', 'version': None, 'extracted_version': None}, {'file': 'venv/lib/python2.7/site-packages/scipy/signal/setup.py', 'version': None, 'extracted_version': None}, {'file': 'venv/lib/python2.7/site-packages/scipy/interpolate/setup.py', 'version': None, 'extracted_version': None}, {'file': 'venv/lib/python2.7/site-packages/scipy/cluster/setup.py', 'version': None, 'extracted_version': None}, {'file': 'venv/lib/python2.7/site-packages/scipy/misc/setup.py', 'version': None, 'extracted_version': None}, {'file': 'venv/lib/python2.7/site-packages/scipy/odr/setup.py', 'version': None, 'extracted_version': None}, {'file': 'venv/lib/python2.7/site-packages/scipy/stats/setup.py', 'version': None, 'extracted_version': None}, {'file': 'venv/lib/python2.7/site-packages/scipy/io/setup.py', 'version': None, 'extracted_version': None}, {'file': 'venv/lib/python2.7/site-packages/scipy/sparse/setup.py', 'version': None, 'extracted_version': None}, {'file': 'venv/lib/python2.7/site-packages/scipy/constants/setup.py', 'version': None, 'extracted_version': None}, {'file': 'venv/lib/python2.7/site-packages/scipy/special/setup.py', 'version': None, 'extracted_version': None}, {'file': 'venv/lib/python2.7/site-packages/scipy/integrate/setup.py', 'version': None, 'extracted_version': None}, {'file': 'venv/lib/python2.7/site-packages/scipy/linalg/setup.py', 'version': None, 'extracted_version': None}, {'file': 'venv/lib/python2.7/site-packages/scipy/optimize/_lsq/setup.py', 'version': None, 'extracted_version': None}, {'file': 'venv/lib/python2.7/site-packages/scipy/io/arff/setup.py', 'version': None, 'extracted_version': None}, {'file': 'venv/lib/python2.7/site-packages/scipy/io/harwell_boeing/setup.py', 'version': None, 'extracted_version': None}, {'file': 'venv/lib/python2.7/site-packages/scipy/io/matlab/setup.py', 'version': None, 'extracted_version': None}, {'file': 'venv/lib/python2.7/site-packages/scipy/sparse/csgraph/setup.py', 'version': None, 'extracted_version': None}, {'file': 'venv/lib/python2.7/site-packages/scipy/sparse/linalg/setup.py', 'version': None, 'extracted_version': None}, {'file': 'venv/lib/python2.7/site-packages/scipy/sparse/linalg/eigen/setup.py', 'version': None, 'extracted_version': None}, {'file': 'venv/lib/python2.7/site-packages/scipy/sparse/linalg/dsolve/setup.py', 'version': None, 'extracted_version': None}, {'file': 'venv/lib/python2.7/site-packages/scipy/sparse/linalg/isolve/setup.py', 'version': None, 'extracted_version': None}, {'file': 'venv/lib/python2.7/site-packages/scipy/sparse/linalg/eigen/lobpcg/setup.py', 'version': None, 'extracted_version': None}, {'file': 'venv/lib/python2.7/site-packages/scipy/sparse/linalg/eigen/arpack/setup.py', 'version': None, 'extracted_version': None}, {'file': 'venv/lib/python2.7/site-packages/scipy/special/_precompute/setup.py', 'version': None, 'extracted_version': None}, {'file': 'venv/lib/python2.7/site-packages/wheel/test/complex-dist/setup.py', 'version': None, 'extracted_version': None}, {'file': 'venv/lib/python2.7/site-packages/wheel/test/headers.dist/setup.py', 'version': None, 'extracted_version': None}, {'file': 'venv/lib/python2.7/site-packages/wheel/test/simple.dist/setup.py', 'version': None, 'extracted_version': None}, {'file': 'venv/lib/python2.7/site-packages/numpy/compat/setup.py', 'version': None, 'extracted_version': None}, {'file': 'venv/lib/python2.7/site-packages/numpy/distutils/setup.py', 'version': None, 'extracted_version': None}, {'file': 'venv/lib/python2.7/site-packages/numpy/fft/setup.py', 'version': None, 'extracted_version': None}, {'file': 'venv/lib/python2.7/site-packages/numpy/matrixlib/setup.py', 'version': None, 'extracted_version': None}, {'file': 'venv/lib/python2.7/site-packages/numpy/ma/setup.py', 'version': None, 'extracted_version': None}, {'file': 'venv/lib/python2.7/site-packages/numpy/lib/setup.py', 'version': None, 'extracted_version': None}, {'file': 'venv/lib/python2.7/site-packages/numpy/core/setup.py', 'version': None, 'extracted_version': None}, {'file': 'venv/lib/python2.7/site-packages/numpy/random/setup.py', 'version': None, 'extracted_version': None}, {'file': 'venv/lib/python2.7/site-packages/numpy/f2py/setup.py', 'version': None, 'extracted_version': None}, {'file': 'venv/lib/python2.7/site-packages/numpy/testing/setup.py', 'version': None, 'extracted_version': None}, {'file': 'venv/lib/python2.7/site-packages/numpy/polynomial/setup.py', 'version': None, 'extracted_version': None}, {'file': 'venv/lib/python2.7/site-packages/numpy/linalg/setup.py', 'version': None, 'extracted_version': None}, {'file': 'venv/lib/python2.7/site-packages/sklearn/metrics/setup.py', 'version': None, 'extracted_version': None}, {'file': 'venv/lib/python2.7/site-packages/sklearn/manifold/setup.py', 'version': None, 'extracted_version': None}, {'file': 'venv/lib/python2.7/site-packages/sklearn/ensemble/setup.py', 'version': None, 'extracted_version': None}, {'file': 'venv/lib/python2.7/site-packages/sklearn/cluster/setup.py', 'version': None, 'extracted_version': None}, {'file': 'venv/lib/python2.7/site-packages/sklearn/neighbors/setup.py', 'version': None, 'extracted_version': None}, {'file': 'venv/lib/python2.7/site-packages/sklearn/externals/setup.py', 'version': None, 'extracted_version': None}, {'file': 'venv/lib/python2.7/site-packages/sklearn/feature_extraction/setup.py', 'version': None, 'extracted_version': None}, {'file': 'venv/lib/python2.7/site-packages/sklearn/decomposition/setup.py', 'version': None, 'extracted_version': None}, {'file': 'venv/lib/python2.7/site-packages/sklearn/utils/setup.py', 'version': None, 'extracted_version': None}, {'file': 'venv/lib/python2.7/site-packages/sklearn/svm/setup.py', 'version': None, 'extracted_version': None}, {'file': 'venv/lib/python2.7/site-packages/sklearn/datasets/setup.py', 'version': None, 'extracted_version': None}, {'file': 'venv/lib/python2.7/site-packages/sklearn/tree/setup.py', 'version': None, 'extracted_version': None}, {'file': 'venv/lib/python2.7/site-packages/sklearn/__check_build/setup.py', 'version': None, 'extracted_version': None}, {'file': 'venv/lib/python2.7/site-packages/sklearn/linear_model/setup.py', 'version': None, 'extracted_version': None}, {'file': 'venv/lib/python2.7/site-packages/sklearn/metrics/cluster/setup.py', 'version': None, 'extracted_version': None}, {'file': 'venv/lib/python2.7/site-packages/sklearn/utils/sparsetools/setup.py', 'version': None, 'extracted_version': None}]",n/a,n/a,n/a,0,0,False,False,False,False,spanlab,spantoolbox,mixed,False
prantik-pdeb/BeSt-LeS,2024-08-08,[],n/a,{'plotting': 1},n/a,0,1,False,True,False,True,prantik-pdeb,BeSt-LeS,notebook,False
yashdhanani/Portfolio,2024-02-15,[],n/a,n/a,n/a,0,0,False,False,False,False,yashdhanani,Portfolio,mixed,False
argyelan/Publications,2024-12-17,[],n/a,"{'image': 17, 'plotting': 23, 'datasets': 6, 'input_data': 10, 'masking': 1, 'regions': 2}","{'get_data': 5, 'image': 68, 'new_img_like': 27, 'plot_stat_map': 61, 'plotting': 82, 'NiftiSpheresMasker': 3, 'NiftiMasker': 6, 'view_img': 8, 'mean_img': 1, 'load_img': 34, 'coord_transform': 2, 'input_data': 2, 'smooth_img': 1, 'plot_markers': 3, 'show': 3, 'nilearn': 2, 'plot_img': 4, 'fetch_atlas_harvard_oxford': 6, 'datasets': 6, 'plot_roi': 3}",0,9,False,True,True,True,argyelan,Publications,notebook,False
NatLee/nipype-preprocess-on-brain-MR,2024-02-03,"[{'file': 'requirements.txt', 'version': 'nilearn==0.10.3\n', 'extracted_version': '0.10.3'}]",0.10.3,"{'image': 1, 'plotting': 1}","{'smooth_img': 2, 'image': 2, 'plot_stat_map': 1}",1,0,True,True,True,True,NatLee,nipype-preprocess-on-brain-MR,python,False
ericabusch/manifold_abcd_psychopathology_bpcnni,2024-10-01,"[{'file': 'environment.yml', 'version': '  - nilearn=0.10.4\n', 'extracted_version': '0.10.4'}]",0.10.4,n/a,n/a,0,0,True,False,False,True,ericabusch,manifold_abcd_psychopathology_bpcnni,mixed,False
ericabusch/hybrid_hyperalignment_neuroimage,2022-10-25,"[{'file': 'environment.yml', 'version': '    - nilearn==0.5.2\n', 'extracted_version': '0.5.2'}]",0.5.2,n/a,n/a,0,0,True,False,False,True,ericabusch,hybrid_hyperalignment_neuroimage,mixed,False
ericabusch/EPHATE,2025-02-21,"[{'file': 'requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'setup.py', 'version': None, 'extracted_version': None}, {'file': 'setup.cfg', 'version': None, 'extracted_version': None}, {'file': 'environment.yml', 'version': '  - conda-forge::nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,n/a,n/a,0,0,True,False,False,True,ericabusch,EPHATE,mixed,False
MassimoLumaca/neuroMET,2024-08-19,[],n/a,"{'plotting': 8, 'datasets': 6, 'image': 2, 'input_data': 2}","{'fetch_atlas_destrieux_2009': 6, 'datasets': 6, 'find_parcellation_cut_coords': 6, 'plotting': 18, 'plot_connectome': 6, 'view_connectome': 6, 'NiftiLabelsMasker': 2}",6,0,False,True,True,True,MassimoLumaca,neuroMET,python,False
coreyjr2/HCP-Analyses,2022-05-13,[],n/a,"{'plotting': 6, 'datasets': 8, 'connectome': 7, 'input_data': 5}","{'sym_matrix_to_vec': 47, 'fetch_atlas_harvard_oxford': 2, 'datasets': 10, 'NiftiLabelsMasker': 13, 'fetch_atlas_msdl': 5, 'NiftiMapsMasker': 2, 'fetch_atlas_yeo_2011': 2, 'plot_img': 4, 'plotting': 4, 'nilearn': 1}",10,0,False,True,True,True,coreyjr2,HCP-Analyses,python,False
coreyjr2/My-Connectome-Analyses,2021-04-22,[],n/a,"{'datasets': 1, 'plotting': 2, 'input_data': 1, 'connectome': 1}","{'fetch_atlas_harvard_oxford': 1, 'datasets': 1, 'plot_roi': 1, 'plotting': 2, 'NiftiLabelsMasker': 1, 'ConnectivityMeasure': 1, 'plot_matrix': 1}",1,0,False,True,True,True,coreyjr2,My-Connectome-Analyses,python,False
brown-bnc/xnat-admin-tools,2025-01-27,"[{'file': 'pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'poetry.lock', 'version': 'full = [""antio (>=0.5.0)"", ""darkdetect"", ""defusedxml"", ""dipy"", ""edfio (>=0.2.1)"", ""eeglabio"", ""h5io (>=0.2.4)"", ""h5py"", ""imageio (>=2.6.1)"", ""imageio-ffmpeg (>=0.4.1)"", ""ipyevents"", ""ipympl"", ""ipython (!=8.7.0)"", ""ipywidgets"", ""joblib"", ""jupyter"", ""mffpy (>=0.5.7)"", ""mne-qt-browser"", ""neo"", ""nibabel"", ""nilearn"", ""numba"", ""openmeeg (>=2.5.5)"", ""pandas"", ""pillow"", ""pyarrow"", ""pybv"", ""pymatreader"", ""pyobjc-framework-cocoa (>=5.2.0)"", ""pyqt6 (!=6.6.0)"", ""pyqt6-qt6 (!=6.6.0,!=6.7.0)"", ""python-picard"", ""pyvista (>=0.32,!=0.35.2,!=0.38.0,!=0.38.1,!=0.38.2,!=0.38.3,!=0.38.4,!=0.38.5,!=0.38.6,!=0.42.0)"", ""pyvistaqt (>=0.4)"", ""qdarkstyle (!=3.2.2)"", ""qtpy"", ""scikit-learn"", ""sip"", ""snirf"", ""statsmodels"", ""threadpoolctl"", ""traitlets"", ""trame"", ""trame-vtk"", ""trame-vuetify"", ""vtk (>=9.2)"", ""xlrd""]\n', 'extracted_version': '0.0.0'}]",0.0.0,n/a,n/a,0,0,True,False,False,True,brown-bnc,xnat-admin-tools,mixed,False
brown-bnc/xnat-tools,2025-01-16,"[{'file': 'pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'poetry.lock', 'version': 'dev = [""defusedxml"", ""edfio (>=0.2.1)"", ""edflib-python (>=1.0.6)"", ""eeglabio (>=0.0.2)"", ""matplotlib"", ""matplotlib (>=3.5.0)"", ""mne-nirs"", ""nibabel (>=3.2.1)"", ""nilearn"", ""numpydoc"", ""openneuro-py"", ""pandas"", ""pandas (>=1.3.2)"", ""pillow"", ""pre-commit"", ""pybv (>=0.7.5)"", ""pydata-sphinx-theme"", ""pymatreader (>=0.0.30)"", ""pytest"", ""pytest-cov"", ""pytest-sugar"", ""ruff"", ""seaborn"", ""sphinx"", ""sphinx-copybutton"", ""sphinx-gallery""]\n', 'extracted_version': '0.0.0'}]",0.0.0,n/a,n/a,0,0,True,False,False,True,brown-bnc,xnat-tools,mixed,False
john-veillette/niseq-simulations,2023-05-11,"[{'file': 'environment.yml', 'version': '  - nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,n/a,n/a,0,0,True,False,False,True,john-veillette,niseq-simulations,mixed,False
john-veillette/mne-ari,2025-02-07,"[{'file': 'requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'setup.py', 'version': None, 'extracted_version': None}]",n/a,"{'glm': 2, 'connectome': 1, 'maskers': 1, 'plotting': 1, 'datasets': 1}","{'_compute_hommel_value': 1, '_true_positive_fraction': 1, 'fetch_development_fmri': 1, 'datasets': 2, 'fetch_atlas_msdl': 1, 'NiftiMapsMasker': 1, 'ConnectivityMeasure': 1, 'plot_connectome': 1, 'plotting': 1}",1,1,False,True,True,True,john-veillette,mne-ari,mixed,False
gsailer/eeg-music,2024-07-26,"[{'file': 'pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'poetry.lock', 'version': 'full = [""darkdetect"", ""defusedxml"", ""dipy"", ""edfio (>=0.2.1)"", ""eeglabio"", ""h5io"", ""h5py"", ""imageio (>=2.6.1)"", ""imageio-ffmpeg (>=0.4.1)"", ""ipyevents"", ""ipympl"", ""ipywidgets"", ""joblib"", ""jupyter"", ""mffpy (>=0.5.7)"", ""mne-qt-browser"", ""neo"", ""nibabel"", ""nilearn"", ""numba"", ""openmeeg (>=2.5.5)"", ""pandas"", ""psutil"", ""pyarrow"", ""pybv"", ""pymatreader"", ""pyobjc-framework-cocoa (>=5.2.0)"", ""pyqt6 (!=6.6.1)"", ""pyqt6-qt6 (!=6.6.1,!=6.6.2,!=6.6.3)"", ""python-picard"", ""pyvista (>=0.32,!=0.35.2,!=0.38.0,!=0.38.1,!=0.38.2,!=0.38.3,!=0.38.4,!=0.38.5,!=0.38.6,!=0.42.0)"", ""pyvistaqt (>=0.4)"", ""qdarkstyle (!=3.2.2)"", ""qtpy"", ""scikit-learn"", ""sip"", ""snirf"", ""statsmodels"", ""threadpoolctl"", ""traitlets"", ""trame"", ""trame-vtk"", ""trame-vuetify"", ""vtk"", ""xlrd""]\n', 'extracted_version': '0.0.0'}]",0.0.0,n/a,n/a,0,0,True,False,False,True,gsailer,eeg-music,mixed,False
SeanHong8/Monchaton230120,2023-01-20,"[{'file': 'requirements.txt', 'version': 'nilearn==0.6.2\n', 'extracted_version': '0.6.2'}]",0.6.2,n/a,n/a,0,0,True,False,False,True,SeanHong8,Monchaton230120,mixed,False
AnaTomomi/protocol,2024-08-03,[],n/a,{'plotting': 3},{'plot_glass_brain': 8},3,0,False,True,True,True,AnaTomomi,protocol,python,False
neuropycon/ephypype,2022-12-14,"[{'file': 'requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'doc/workshop/02_eeg/requirements.txt', 'version': 'nilearn==0.8.0\n', 'extracted_version': '0.8.0'}, {'file': 'doc/workshop/01_meg/requirements.txt', 'version': 'nilearn==0.9.2\n', 'extracted_version': '0.9.2'}, {'file': 'setup.py', 'version': None, 'extracted_version': None}, {'file': 'setup.cfg', 'version': None, 'extracted_version': None}]",several_versions_detected,n/a,n/a,0,0,True,False,False,True,neuropycon,ephypype,mixed,False
parisots/population-gcn,2018-12-02,[],n/a,"{'connectome': 1, 'datasets': 1}","{'ConnectivityMeasure': 1, 'connectome': 1, 'fetch_abide_pcp': 1, 'datasets': 1}",2,0,False,True,True,True,parisots,population-gcn,python,False
yotaKawashima/UnilateralProcessingInCNN,2024-10-18,[],n/a,"{'datasets': 1, 'plotting': 1}","{'fetch_surf_fsaverage': 1, 'datasets': 1, 'view_surf': 1, 'plotting': 1}",1,0,False,True,True,True,yotaKawashima,UnilateralProcessingInCNN,python,False
BruntonUWBio/mining2021,2022-03-20,"[{'file': 'requirements.txt', 'version': 'nilearn==0.5.2\n', 'extracted_version': '0.5.2'}]",0.5.2,{'plotting': 2},"{'plot_connectome': 3, 'plotting': 3}",1,1,True,True,True,True,BruntonUWBio,mining2021,mixed,False
BruntonUWBio/HTNet_generalized_decoding,2021-03-05,"[{'file': 'environment.yml', 'version': None, 'extracted_version': None}]",n/a,{'plotting': 1},"{'plot_connectome': 3, 'plotting': 3}",1,0,False,True,True,True,BruntonUWBio,HTNet_generalized_decoding,python,False
BruntonUWBio/OpenMindv2,2019-05-20,[],n/a,{'plotting': 4},"{'plot_connectome': 8, 'plotting': 8}",2,2,False,True,True,True,BruntonUWBio,OpenMindv2,mixed,False
BruntonUWBio/NaturalisticNeuralManifolds,2024-01-04,"[{'file': 'setup.py', 'version': None, 'extracted_version': None}]",n/a,{'plotting': 10},"{'plot_markers': 3, 'plotting': 3}",4,6,False,True,True,True,BruntonUWBio,NaturalisticNeuralManifolds,mixed,False
08Arno30/COS700-Research,2024-11-28,"[{'file': 'requirements.txt', 'version': 'nilearn==0.10.4\n', 'extracted_version': '0.10.4'}]",0.10.4,n/a,n/a,0,0,True,False,False,True,08Arno30,COS700-Research,mixed,False
RajahLab/LSA,2025-02-25,[],n/a,"{'input_data': 1, 'image': 1, 'plotting': 1}","{'image': 2, 'nilearn': 2}",1,0,False,True,True,True,RajahLab,LSA,python,False
BabaSanfour/Coord2Region,2025-03-31,"[{'file': 'requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'setup.py', 'version': ""        'nilearn @ git+https://github.com/BabaSanfour/nilearn.git@main#egg=nilearn'\n"", 'extracted_version': '0.0.0'}]",0.0.0,{'datasets': 3},"{'fetch_atlas_aal': 1, 'fetch_atlas_talairach': 1, 'fetch_atlas_harvard_oxford': 1, 'fetch_atlas_juelich': 1, 'fetch_atlas_schaefer_2018': 1, 'fetch_atlas_yeo_2011': 1, 'fetch_atlas_destrieux_2009': 1, 'fetch_atlas_pauli_2017': 1, 'fetch_atlas_basc_multiscale_2015': 1, 'fetch_coords_dosenbach_2010': 1, 'fetch_coords_power_2011': 1, 'fetch_coords_seitzman_2018': 1}",1,0,True,True,True,True,BabaSanfour,Coord2Region,python,False
jadecci/ukb_deppred,2025-03-21,"[{'file': 'requirements.txt', 'version': 'nilearn ~= 0.11.1\n', 'extracted_version': '0.11.1'}]",0.11.1,"{'datasets': 1, 'plotting': 1, 'surface': 1}","{'load_fsaverage': 1, 'load_fsaverage_data': 1, 'load_surf_data': 2, 'plot_glass_brain': 1, 'plot_surf_stat_map': 2}",1,0,True,True,True,True,jadecci,ukb_deppred,python,False
Mjavan/ExplainingStatisticalTests,2025-03-14,"[{'file': 'requirements.txt', 'version': 'nilearn @ file:///home/conda/feedstock_root/build_artifacts/nilearn_1696247746422/work\n', 'extracted_version': '0.0.0'}]",0.0.0,n/a,n/a,0,0,True,False,False,True,Mjavan,ExplainingStatisticalTests,mixed,False
FCP-INDI/cpac-qc,2025-04-02,"[{'file': 'requirements.txt', 'version': 'nilearn==0.11.1\n', 'extracted_version': '0.11.1'}, {'file': 'setup.py', 'version': None, 'extracted_version': None}]",0.11.1,{'plotting': 1},{'plot_stat_map': 3},1,0,True,True,True,True,FCP-INDI,cpac-qc,python,False
neurospin-deepinsight/brainprep,2024-11-25,"[{'file': 'doc/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'setup.py', 'version': None, 'extracted_version': None}, {'file': 'setup.cfg', 'version': None, 'extracted_version': None}]",n/a,"{'datasets': 1, 'plotting': 3, 'image': 1, 'maskers': 1, 'connectome': 1, 'interfaces': 1}","{'fetch_atlas_schaefer_2018': 1, 'datasets': 2, 'fetch_atlas_msdl': 1, 'plot_roi': 3, 'plotting': 5, 'load_confounds': 1, 'clean_img': 1, 'NiftiLabelsMasker': 1, 'ConnectivityMeasure': 1, 'plot_matrix': 1, 'plot_anat': 1}",3,0,False,True,True,True,neurospin-deepinsight,brainprep,python,False
zqkhan/ntfa_degeneracy,2022-06-03,"[{'file': 'setup.py', 'version': ""    'nilearn',\n"", 'extracted_version': '0.0.0'}, {'file': 'environment.yml', 'version': '    - nilearn==0.4.0\n', 'extracted_version': '0.4.0'}]",several_versions_detected,"{'plotting': 8, 'image': 5, 'input_data': 3, 'masking': 2}","{'plot_glass_brain': 18, 'plotting': 34, 'show': 16, 'plot_connectome': 6, 'NiftiMasker': 2, 'concat_imgs': 3, 'index_img': 2, 'math_img': 1, 'mean_img': 1}",5,2,True,True,True,True,zqkhan,ntfa_degeneracy,mixed,False
AnanyaSSadana/alzheimers_disease_detection,2024-07-17,[],n/a,n/a,n/a,0,0,False,False,False,False,AnanyaSSadana,alzheimers_disease_detection,mixed,False
